words,scoring
ankle,1.961987041036717
bagel,1.9615550755939526
boney,1.9615550755939526
crier,1.9615550755939526
molar,1.961123110151188
broke,1.961123110151188
shirt,1.9602591792656587
sneer,1.9593952483801296
moral,1.958963282937365
abode,1.9585313174946004
corer,1.958099352051836
fried,1.9572354211663068
tuber,1.9572354211663068
easel,1.956803455723542
homer,1.956803455723542
decal,1.9563714902807776
prove,1.9563714902807776
reset,1.955939524838013
chart,1.9555075593952485
plait,1.9550755939524838
tapir,1.9550755939524838
fable,1.9546436285097193
credo,1.9546436285097193
drove,1.9542116630669546
navel,1.9537796976241901
frail,1.9533477321814254
loath,1.9533477321814254
noble,1.952915766738661
hairy,1.951619870410367
savor,1.9511879049676026
arena,1.9511879049676026
value,1.950755939524838
foyer,1.9503239740820735
usage,1.9503239740820735
guise,1.9494600431965443
surer,1.9494600431965443
flair,1.9490280777537796
paper,1.9490280777537796
party,1.9485961123110151
money,1.9481641468682505
decor,1.947732181425486
royal,1.9473002159827213
scaly,1.9473002159827213
reign,1.9473002159827213
olive,1.9473002159827213
forge,1.9460043196544277
exalt,1.9460043196544277
diary,1.9451403887688985
azure,1.9447084233261338
erupt,1.9447084233261338
stark,1.9442764578833693
spree,1.9438444924406046
relax,1.942548596112311
bloat,1.9421166306695465
break,1.9416846652267818
crash,1.9416846652267818
sport,1.9412526997840174
flake,1.9412526997840174
adobe,1.9408207343412527
inane,1.9403887688984882
alley,1.9403887688984882
plead,1.9403887688984882
pulse,1.939524838012959
drain,1.939524838012959
fiery,1.9390928725701944
untie,1.9386609071274299
dirge,1.9365010799136069
blast,1.9360691144708424
agree,1.9352051835853132
roach,1.9352051835853132
droit,1.9347732181425485
serum,1.9347732181425485
wafer,1.934341252699784
retch,1.933477321814255
amber,1.9326133909287257
actor,1.9326133909287257
tardy,1.9326133909287257
abide,1.932181425485961
heady,1.9308855291576674
pedal,1.9304535637149027
strap,1.9300215982721383
twine,1.9300215982721383
paint,1.9300215982721383
gloat,1.9300215982721383
staid,1.9295896328293736
beady,1.929157667386609
mange,1.92829373650108
drive,1.9278617710583152
spied,1.9274298056155508
ashen,1.926133909287257
spray,1.9248380129589633
sadly,1.9248380129589633
elite,1.9239740820734341
plant,1.9239740820734341
phone,1.9239740820734341
voice,1.923110151187905
eaten,1.9226781857451405
clove,1.9218142548596113
piety,1.9218142548596113
abort,1.9213822894168466
three,1.9213822894168466
ounce,1.9213822894168466
grove,1.9205183585313175
steel,1.9196544276457883
unset,1.9196544276457883
decay,1.9192224622030238
flute,1.9192224622030238
covet,1.9192224622030238
brain,1.91792656587473
chest,1.91792656587473
truer,1.9174946004319655
olden,1.9174946004319655
groan,1.9166306695464363
ample,1.9166306695464363
piney,1.9161987041036717
chair,1.9153347732181425
begat,1.9140388768898489
start,1.9140388768898489
halve,1.912742980561555
plied,1.912742980561555
peach,1.9123110151187905
lunar,1.9123110151187905
poker,1.9118790496760258
fairy,1.9118790496760258
prude,1.9118790496760258
power,1.9114470842332614
trawl,1.9114470842332614
labor,1.9114470842332614
waver,1.9114470842332614
shove,1.9101511879049675
gazer,1.9101511879049675
surly,1.9092872570194384
asset,1.9084233261339092
splat,1.9084233261339092
manor,1.9079913606911447
shard,1.90755939524838
chafe,1.90755939524838
irony,1.9071274298056156
coupe,1.9066954643628509
pesto,1.9062634989200864
grain,1.9058315334773217
trait,1.9058315334773217
owner,1.9049676025917928
float,1.9041036717062636
freak,1.903671706263499
sheer,1.903671706263499
overt,1.9032397408207344
glide,1.9015118790496761
flyer,1.9015118790496761
nerdy,1.900647948164147
title,1.900647948164147
radio,1.8989200863930886
stand,1.898488120950324
eager,1.898488120950324
daily,1.8980561555075595
shrew,1.8976241900647948
foray,1.8971922246220303
fecal,1.8967602591792656
acorn,1.8967602591792656
baron,1.8963282937365011
image,1.8958963282937364
ridge,1.8958963282937364
token,1.8958963282937364
riser,1.8958963282937364
berth,1.8950323974082073
noose,1.8946004319654428
verso,1.8941684665226781
stony,1.8941684665226781
crony,1.8941684665226781
sinew,1.8941684665226781
medal,1.893304535637149
spoke,1.893304535637149
clerk,1.8915766738660906
mercy,1.8911447084233262
flora,1.8911447084233262
blaze,1.8907127429805615
screw,1.8907127429805615
ladle,1.8907127429805615
reuse,1.8898488120950323
craft,1.8894168466522678
otter,1.8894168466522678
aware,1.8894168466522678
court,1.8889848812095031
beach,1.8885529157667387
drier,1.8876889848812095
saucy,1.8868250539956803
biome,1.8859611231101512
chute,1.8855291576673867
brief,1.885097192224622
pecan,1.885097192224622
tarot,1.8842332613390929
maize,1.8833693304535637
erode,1.881209503239741
hover,1.881209503239741
ultra,1.8807775377969762
waive,1.8807775377969762
daisy,1.8803455723542117
frost,1.879913606911447
lodge,1.879913606911447
decry,1.879913606911447
print,1.8794816414686826
model,1.8790496760259179
slang,1.8790496760259179
amble,1.8790496760259179
sloth,1.8786177105831534
glaze,1.8786177105831534
rebut,1.8781857451403887
whole,1.8777537796976242
truly,1.8773218142548596
wheat,1.876889848812095
adept,1.8755939524838012
dread,1.874730021598272
twice,1.874730021598272
hoard,1.8742980561555076
mower,1.8742980561555076
speak,1.873866090712743
gavel,1.8734341252699784
grief,1.8730021598272137
board,1.8725701943844493
rayon,1.8712742980561554
stalk,1.870842332613391
tense,1.870842332613391
prize,1.8699784017278618
sharp,1.869546436285097
faint,1.8682505399568035
giant,1.867818574514039
peace,1.8673866090712743
shorn,1.8669546436285098
setup,1.8669546436285098
broil,1.8669546436285098
spike,1.8669546436285098
waist,1.8660907127429807
melon,1.8660907127429807
mover,1.8660907127429807
lemur,1.865658747300216
sugar,1.865658747300216
wreak,1.865658747300216
corny,1.8643628509719223
gaily,1.8643628509719223
ovine,1.8634989200863932
guest,1.8622030237580993
rehab,1.8622030237580993
fresh,1.8617710583153348
today,1.8617710583153348
abled,1.8617710583153348
smoke,1.8613390928725702
valor,1.860475161987041
whose,1.8600431965442765
scorn,1.8600431965442765
globe,1.8600431965442765
croak,1.8591792656587474
nadir,1.8587473002159827
dopey,1.8583153347732182
greet,1.8583153347732182
nasty,1.8578833693304535
loamy,1.8570194384449243
leery,1.8570194384449243
mince,1.8557235421166307
there,1.8557235421166307
crust,1.855291576673866
bloke,1.8548596112311015
under,1.8539956803455724
beret,1.8535637149028077
extra,1.8531317494600432
toast,1.8531317494600432
clued,1.8526997840172785
adorn,1.8518358531317494
while,1.851403887688985
fibre,1.8509719222462202
aloft,1.8509719222462202
infer,1.8505399568034557
retro,1.850107991360691
masse,1.850107991360691
sandy,1.850107991360691
track,1.8496760259179266
sperm,1.8496760259179266
wider,1.8492440604751619
warty,1.8488120950323974
awoke,1.848380129589633
sheet,1.8479481641468682
dried,1.847084233261339
rearm,1.8466522678185746
agate,1.8466522678185746
brash,1.84622030237581
white,1.8457883369330454
patio,1.8457883369330454
novel,1.8457883369330454
depot,1.8453563714902808
broad,1.8449244060475163
above,1.8449244060475163
eagle,1.8449244060475163
front,1.8440604751619871
purge,1.8436285097192224
edict,1.8427645788336933
chide,1.841900647948164
felon,1.8414686825053996
spilt,1.8414686825053996
patsy,1.8406047516198705
retry,1.8401727861771058
ester,1.8397408207343413
erect,1.8397408207343413
straw,1.8388768898488121
gleam,1.8384449244060475
flirt,1.8384449244060475
gorge,1.8375809935205183
exact,1.8371490280777538
weird,1.8367170626349891
palsy,1.8367170626349891
cleft,1.8367170626349891
randy,1.8367170626349891
ruler,1.8362850971922247
covey,1.83585313174946
dicey,1.83585313174946
hoist,1.83585313174946
lemon,1.83585313174946
abate,1.8354211663066955
badge,1.8354211663066955
bleak,1.8354211663066955
plain,1.8354211663066955
clash,1.8354211663066955
deter,1.8349892008639308
storm,1.8349892008639308
froze,1.8345572354211663
curve,1.8341252699784016
braid,1.8341252699784016
usher,1.8336933045356372
raspy,1.8323974082073433
diver,1.8319654427645788
fiber,1.8311015118790497
solid,1.8311015118790497
algae,1.830669546436285
media,1.830669546436285
bribe,1.830669546436285
piano,1.8302375809935205
enter,1.829805615550756
threw,1.829805615550756
tidal,1.829805615550756
uncle,1.8285097192224622
chant,1.8285097192224622
scald,1.8272138228941686
shark,1.8263498920086394
quote,1.8263498920086394
torus,1.8259179265658747
heath,1.8254859611231102
snout,1.8254859611231102
skirt,1.8250539956803455
buyer,1.8241900647948164
crawl,1.823758099352052
lapel,1.823758099352052
abase,1.8233261339092872
payee,1.8233261339092872
cargo,1.822462203023758
hazel,1.8220302375809936
lunge,1.8220302375809936
point,1.8220302375809936
wooer,1.821598272138229
moist,1.8207343412526997
rarer,1.8198704103671706
stork,1.8198704103671706
tract,1.819438444924406
noisy,1.8190064794816414
upset,1.818574514038877
scour,1.818574514038877
stank,1.817278617710583
crank,1.817278617710583
heavy,1.817278617710583
ascot,1.8168466522678186
wrist,1.8155507559395248
perch,1.8155507559395248
draft,1.8155507559395248
bilge,1.8151187904967603
apron,1.8146868250539956
goose,1.8142548596112311
glove,1.8142548596112311
haven,1.8138228941684664
puree,1.8138228941684664
golem,1.8138228941684664
pasty,1.813390928725702
boxer,1.813390928725702
moose,1.8129589632829373
worst,1.812095032397408
savoy,1.812095032397408
serve,1.812095032397408
ombre,1.812095032397408
lefty,1.8116630669546436
mauve,1.8116630669546436
slack,1.8112311015118792
order,1.8107991360691145
leave,1.81036717062635
basil,1.8099352051835853
decoy,1.8086393088552917
chime,1.808207343412527
organ,1.808207343412527
glory,1.8073434125269978
dowel,1.8073434125269978
cheap,1.8069114470842333
tulle,1.8060475161987042
cigar,1.805183585313175
scrap,1.805183585313175
roger,1.8047516198704103
inept,1.8038876889848812
stoic,1.8038876889848812
quiet,1.8034557235421167
brand,1.803023758099352
rebar,1.8017278617710584
octal,1.8008639308855292
baton,1.8004319654427645
inner,1.8004319654427645
meter,1.8
quite,1.8
coven,1.7995680345572354
spoil,1.7991360691144709
carat,1.7991360691144709
knelt,1.7991360691144709
thorn,1.7991360691144709
stall,1.7987041036717062
giver,1.7982721382289417
whine,1.797840172786177
salvo,1.7969762419006479
sewer,1.7969762419006479
liken,1.7961123110151187
daunt,1.7961123110151187
ranch,1.7961123110151187
foist,1.7961123110151187
mayor,1.7956803455723542
dunce,1.7956803455723542
viper,1.7952483801295895
mural,1.794816414686825
strip,1.794816414686825
thief,1.794816414686825
began,1.7943844492440604
altar,1.7943844492440604
amend,1.7935205183585312
tiara,1.7935205183585312
wince,1.7930885529157667
viral,1.791792656587473
along,1.7913606911447084
hasty,1.7913606911447084
aorta,1.7913606911447084
choir,1.790928725701944
grand,1.790928725701944
ebony,1.790928725701944
scarf,1.7904967602591793
movie,1.7900647948164148
aunty,1.7900647948164148
clasp,1.7900647948164148
fault,1.7900647948164148
apple,1.7900647948164148
scene,1.78963282937365
scalp,1.7892008639308856
grasp,1.788768898488121
spend,1.788768898488121
sever,1.788768898488121
cobra,1.7883369330453565
tramp,1.7870410367170626
swirl,1.7870410367170626
marsh,1.7866090712742981
leper,1.7866090712742981
guide,1.7861771058315334
derby,1.7861771058315334
pansy,1.7861771058315334
label,1.7861771058315334
bowel,1.785745140388769
sheik,1.7840172786177106
torch,1.7840172786177106
often,1.783585313174946
siege,1.783585313174946
inlay,1.783585313174946
choke,1.7831533477321815
spurt,1.7831533477321815
debit,1.7831533477321815
cress,1.7827213822894168
gnome,1.7827213822894168
wrath,1.7822894168466523
graft,1.7818574514038876
clout,1.7814254859611232
groin,1.7814254859611232
cyber,1.7809935205183585
spark,1.7809935205183585
first,1.7809935205183585
maybe,1.780561555075594
elder,1.780561555075594
grout,1.7801295896328293
posse,1.7792656587473001
sonic,1.7792656587473001
hovel,1.7792656587473001
tepid,1.7788336933045357
forty,1.7788336933045357
hyena,1.7779697624190065
exist,1.7775377969762418
shelf,1.7775377969762418
rodeo,1.7771058315334773
scram,1.7771058315334773
haunt,1.7762419006479482
orbit,1.775377969762419
taint,1.7745140388768899
preen,1.7745140388768899
rider,1.7745140388768899
yield,1.7736501079913607
sleep,1.7736501079913607
shady,1.7732181425485962
split,1.7732181425485962
roost,1.772354211663067
north,1.772354211663067
briny,1.772354211663067
plume,1.7719222462203024
macro,1.7719222462203024
posit,1.7719222462203024
piper,1.7719222462203024
lousy,1.771490280777538
shaft,1.771490280777538
diode,1.771490280777538
perky,1.7710583153347732
ethos,1.7710583153347732
sally,1.7710583153347732
horny,1.7706263498920087
aloud,1.770194384449244
repel,1.7697624190064796
shout,1.7697624190064796
dirty,1.7693304535637149
south,1.7693304535637149
rival,1.7693304535637149
lumen,1.7680345572354212
crepe,1.7676025917926566
niche,1.7676025917926566
genre,1.7667386609071274
voila,1.7667386609071274
manly,1.7667386609071274
hinge,1.766306695464363
ovary,1.766306695464363
cache,1.7658747300215982
latch,1.7654427645788338
chaos,1.7645788336933046
binge,1.7645788336933046
these,1.7645788336933046
swept,1.7637149028077754
scout,1.7628509719222463
pilot,1.7628509719222463
steed,1.7624190064794816
scion,1.7624190064794816
gaunt,1.7624190064794816
creed,1.7624190064794816
troll,1.761987041036717
utter,1.761987041036717
stack,1.761987041036717
count,1.761987041036717
linen,1.7602591792656588
tango,1.759827213822894
gauge,1.759827213822894
unmet,1.758963282937365
rebus,1.7585313174946005
sorry,1.7585313174946005
intro,1.7580993520518358
rally,1.7576673866090713
align,1.7576673866090713
amity,1.7572354211663066
claim,1.7572354211663066
riper,1.755939524838013
slimy,1.755939524838013
flesh,1.7555075593952483
elope,1.7555075593952483
ralph,1.7550755939524838
vague,1.7550755939524838
rusty,1.7550755939524838
slurp,1.7542116630669546
curly,1.7537796976241902
creme,1.7533477321814255
cloak,1.752915766738661
gauze,1.752915766738661
aptly,1.752915766738661
rupee,1.7524838012958963
chard,1.7520518358531318
tonga,1.7516198704103672
ratty,1.7516198704103672
plaid,1.7516198704103672
hardy,1.7511879049676027
blend,1.7503239740820735
rapid,1.7503239740820735
audit,1.7503239740820735
shiny,1.7498920086393088
tangy,1.7498920086393088
drawl,1.7498920086393088
elide,1.7485961123110152
cheer,1.7481641468682505
mason,1.747732181425486
rhino,1.7464362850971922
gooey,1.7464362850971922
crisp,1.745572354211663
field,1.745572354211663
prank,1.745572354211663
acrid,1.7447084233261339
blurt,1.7447084233261339
total,1.7447084233261339
snaky,1.7438444924406047
drank,1.7434125269978402
knave,1.742548596112311
rhyme,1.741684665226782
girly,1.7412526997840172
curio,1.7412526997840172
testy,1.7408207343412527
adult,1.7399568034557236
sworn,1.7399568034557236
chain,1.7399568034557236
green,1.7386609071274297
quart,1.7382289416846652
bugle,1.7377969762419005
glint,1.737365010799136
fetid,1.7369330453563714
evict,1.7369330453563714
rower,1.7369330453563714
basin,1.736501079913607
allot,1.736501079913607
dwelt,1.7347732181425486
demur,1.7347732181425486
shell,1.7343412526997841
broth,1.7339092872570194
elfin,1.7339092872570194
elect,1.733477321814255
valve,1.733477321814255
belie,1.733477321814255
rebel,1.732181425485961
harpy,1.7317494600431966
deign,1.731317494600432
minor,1.7308855291576675
sleek,1.7304535637149028
theta,1.7291576673866091
crass,1.7291576673866091
rover,1.7287257019438445
hotly,1.72829373650108
brawl,1.72829373650108
sheen,1.72829373650108
sling,1.72829373650108
essay,1.72829373650108
angry,1.7278617710583153
verse,1.7265658747300217
fleet,1.726133909287257
befit,1.7257019438444925
hyper,1.7248380129589633
tweak,1.7244060475161986
spout,1.7244060475161986
steep,1.7244060475161986
creep,1.7244060475161986
burst,1.7239740820734342
brunt,1.7239740820734342
viola,1.7239740820734342
egret,1.7235421166306695
clang,1.7235421166306695
cloth,1.723110151187905
omega,1.723110151187905
equal,1.7226781857451403
agony,1.7222462203023758
purer,1.7222462203023758
sweet,1.720950323974082
faith,1.7200863930885528
angst,1.7200863930885528
bulge,1.7200863930885528
twirl,1.7192224622030237
newly,1.7183585313174945
beset,1.7183585313174945
crazy,1.7174946004319653
being,1.7170626349892009
fruit,1.7170626349892009
vault,1.7166306695464364
slink,1.7157667386609072
final,1.714902807775378
sooty,1.7144708423326134
swarm,1.7144708423326134
sound,1.714038876889849
rabid,1.712742980561555
joker,1.7123110151187906
grunt,1.7118790496760259
flint,1.7114470842332614
betel,1.7114470842332614
tonic,1.7114470842332614
clank,1.7110151187904967
atoll,1.7110151187904967
press,1.7110151187904967
carry,1.7110151187904967
antic,1.7101511879049676
flume,1.7101511879049676
tempo,1.7101511879049676
legal,1.709719222462203
dense,1.7092872570194384
extol,1.7092872570194384
swath,1.708855291576674
dress,1.708855291576674
octet,1.708855291576674
eight,1.7084233261339092
query,1.7084233261339092
cello,1.7084233261339092
knead,1.7084233261339092
wield,1.70755939524838
welsh,1.7071274298056156
chief,1.7071274298056156
moult,1.706695464362851
fixer,1.7062634989200864
zebra,1.7062634989200864
shawl,1.7058315334773217
focal,1.7058315334773217
niece,1.7053995680345573
demon,1.7049676025917926
spiny,1.7045356371490281
about,1.7045356371490281
odder,1.7041036717062634
china,1.7041036717062634
women,1.703671706263499
flour,1.703671706263499
tally,1.7032397408207343
scold,1.7028077753779698
sieve,1.702375809935205
modal,1.702375809935205
