words,scoring
lieus,2.4232898564323917
karns,2.4224453410903632
pelts,2.42235150605236
soave,2.4222576710143566
dikes,2.4222576710143566
ditas,2.4222576710143566
duras,2.4221638359763538
hails,2.4221638359763538
rubes,2.4216008257483344
lifes,2.421319320634325
herns,2.4210378155203154
kiers,2.420756310406306
lapis,2.4206624753683026
slane,2.420474805292296
hides,2.420099465140283
farls,2.4200056301022803
geits,2.419724124988271
sairs,2.4196302899502675
toils,2.419536454912264
pants,2.419442619874261
onces,2.419348784836258
noirs,2.419348784836258
saser,2.4186919395702353
meous,2.4185981045322325
noser,2.418410434456226
zeros,2.418410434456226
adios,2.418316599418223
yowes,2.4181289293422163
wairs,2.4172844140001875
alews,2.416815238810172
acros,2.416815238810172
drats,2.4161583935441495
cutes,2.415970723468143
wawes,2.4157830533921367
doser,2.4155015482781272
howes,2.415032373088111
kalis,2.415032373088111
ronts,2.4141878577460822
demos,2.4140940227080794
riots,2.4140940227080794
comas,2.414000187670076
bards,2.414000187670076
flies,2.414000187670076
celts,2.41353101248006
mutes,2.4132495073660505
basen,2.4130618372900443
laics,2.4126864971380315
deads,2.4124049920240216
roars,2.4123111569860187
based,2.411935816834006
stear,2.41146664164399
eilds,2.4112789715679837
lands,2.410903631415971
melts,2.4108097963779676
cants,2.410622126301961
grues,2.410622126301961
fanos,2.4103406211879514
tynes,2.4103406211879514
warts,2.4097776109599325
oyers,2.409683775921929
pinas,2.409683775921929
poses,2.409589940883926
goads,2.4094022708079197
kails,2.409026930655907
taigs,2.409026930655907
dorts,2.4089330956179036
beins,2.4088392605799007
deres,2.4087454255418974
ecads,2.408463920427888
kerns,2.4079009101998685
heils,2.407619405085859
cozes,2.4075255700478557
narcs,2.4075255700478557
derms,2.4073378999718495
boeps,2.4073378999718495
laiks,2.406399549591818
gules,2.406399549591818
seirs,2.405085859059773
byres,2.4048981889837666
tends,2.4048981889837666
pents,2.4048981889837666
mozes,2.4048043539457633
scrae,2.404522848831754
ranks,2.403584498451722
yules,2.4033968283757154
adzes,2.403302993337712
sokes,2.4032091582997093
weirs,2.402739983109693
noahs,2.4023646429576804
gains,2.402176972881674
poxes,2.4019893028056676
lynes,2.4018016327296614
bices,2.401613962653655
arcos,2.401613962653655
omers,2.4015201276156515
narks,2.401238622501642
coses,2.4007694473116263
loafs,2.4005817772356197
hules,2.4003002721216102
sable,2.4000187670076008
alods,2.3993619217415785
vines,2.3990804166275685
orcas,2.398798911513559
darks,2.3983297363235434
doabs,2.39823590128554
minas,2.398142066247537
moses,2.3980482312095335
butes,2.3978605611335273
tabis,2.3978605611335273
resay,2.3978605611335273
momes,2.397766726095524
rangs,2.3976728910575207
miens,2.3974852209815145
pikes,2.397391385943511
pitas,2.397391385943511
lends,2.396359200525476
roids,2.39617153044947
hains,2.3960776954114666
cents,2.3960776954114666
bomas,2.3958900253354605
rotls,2.3958900253354605
popes,2.395796190297457
belts,2.3954208501454444
zedas,2.3952331800694378
soree,2.3952331800694378
camos,2.3949516749554283
vases,2.3945763348034155
ribas,2.3942009946514027
sayne,2.3935441493853804
epris,2.3931688092333676
coxes,2.3931688092333676
decos,2.3931688092333676
avels,2.3926057990053486
lives,2.3926057990053486
caids,2.3926057990053486
bants,2.3925119639673453
dargs,2.392418128929342
fiers,2.392230458853336
zaris,2.391667448625317
takis,2.391385943511307
voces,2.391292108473304
trads,2.391292108473304
prats,2.391292108473304
soger,2.391292108473304
farse,2.390822933283288
pians,2.390822933283288
carps,2.390635263207282
sarod,2.390353758093272
toise,2.390353758093272
reifs,2.3900722529792624
maids,2.3898845829032562
yards,2.389790747865253
agros,2.3896030777892463
lytes,2.3895092427512434
latus,2.389321572675237
labis,2.389321572675237
sawed,2.388758562447218
raias,2.3884770573332084
padis,2.38735103687717
oaths,2.38735103687717
nudes,2.3872572018391667
yetis,2.386975696725157
vaxes,2.386975696725157
hards,2.3866941916111477
nerks,2.3866941916111477
luces,2.3861311813831283
tahrs,2.3860373463451254
oxies,2.3860373463451254
mikes,2.385849676269119
muras,2.3857558412311155
plues,2.385380501079103
moyas,2.3852866660411
katis,2.3852866660411
okras,2.3851928310030965
loins,2.384911325889087
yipes,2.384066810547058
ports,2.384066810547058
safed,2.3839729755090553
peres,2.383879140471052
gyres,2.3836914703950454
dagos,2.3835976353570425
kains,2.38294079009102
pacos,2.382846955053017
coirs,2.3827531200150136
dauts,2.3827531200150136
halts,2.3826592849770103
ohias,2.3825654499390074
perms,2.382471614901004
ergos,2.382471614901004
tosed,2.382002439710988
wekas,2.3819086046729847
tesla,2.3819086046729847
tizes,2.3817209345969785
darbs,2.3816270995589752
hoves,2.381533264520972
goris,2.381439429482969
egads,2.3812517594069624
slier,2.3811579243689596
stane,2.3808764192549496
oared,2.3807825842169468
capos,2.3806887491789435
fails,2.380501079102937
refis,2.379938068874918
duars,2.379938068874918
teles,2.3798442338369146
limas,2.3796565637609084
ferns,2.379375058646899
mesas,2.379093553532889
gilas,2.378999718494886
cadis,2.37853054330487
fides,2.3784367082668667
terfs,2.377967533076851
baurs,2.377967533076851
bents,2.377967533076851
warns,2.377686027962841
seron,2.376935347658816
nifes,2.376653842544806
clues,2.376560007506803
vairs,2.376560007506803
trois,2.3763723374307966
taras,2.3763723374307966
psoae,2.3762785023927933
zines,2.3761846673547904
raths,2.3758093272027776
tunas,2.3758093272027776
talcs,2.3757154921647743
lords,2.375527822088768
horis,2.3753401520127615
yerds,2.375246316974758
boxes,2.375058646898752
ceres,2.375058646898752
losen,2.374589471708736
gelts,2.374214131556723
fiars,2.374026461480717
dorse,2.3737449563667075
parks,2.373463451252698
losed,2.373463451252698
anils,2.373463451252698
puers,2.3732757811766914
eaves,2.372994276062682
pedis,2.3728066059866753
manse,2.3727127709486724
barps,2.3725251008726658
morts,2.3725251008726658
segar,2.3723374307966596
meres,2.3723374307966596
herds,2.372149760720653
slade,2.371586750492634
tehrs,2.3714929154546307
gants,2.3713052453786245
yelts,2.371211410340621
bikes,2.3704607300365956
buras,2.3703668949985923
waits,2.3702730599605895
walis,2.3702730599605895
barms,2.370085389884583
tubes,2.3699915548465795
doits,2.3694285446185606
talks,2.3694285446185606
krais,2.3694285446185606
homas,2.3685840292765317
marcs,2.3682086891245193
apses,2.3682086891245193
kipes,2.3678333489725065
eyots,2.367739513934503
aitus,2.367270338744487
lunas,2.367270338744487
trees,2.3669888336304776
sails,2.366613493478465
avens,2.3665196584404615
noils,2.3663319883644554
mayos,2.366238153326452
axels,2.3659566482124426
trems,2.3655813080604298
lipas,2.3653936379844236
hants,2.365205967908417
percs,2.365205967908417
trios,2.3651121328704137
carks,2.364642957680398
sides,2.3645491226423947
brats,2.364361452566388
wails,2.364267617528385
zaxes,2.3640799474523786
erics,2.3639861124143757
cedis,2.3639861124143757
boaks,2.363141597072347
lehrs,2.36295392699634
senor,2.36295392699634
elops,2.3628600919583373
tenes,2.3623909167683212
wides,2.362203246692315
tarts,2.3621094116543118
luges,2.3620155766163085
marks,2.361921741578305
naiks,2.361734071502299
lubes,2.3614525663882895
spaed,2.36088955616027
sties,2.3605142160082573
samek,2.360326545932251
odals,2.359763535704232
ramus,2.359294360514216
jures,2.3591066904382094
perks,2.3589190203622032
emacs,2.3588251853242
blues,2.358449845172187
borts,2.3571361546401426
vlies,2.3570423196021393
urges,2.3569484845641364
beres,2.3569484845641364
tuans,2.3569484845641364
gaurs,2.35676081448813
gents,2.35676081448813
nines,2.3566669794501265
prase,2.3561039692221075
margs,2.356010134184104
gibes,2.3557286290700947
oater,2.3556347940320914
berms,2.3555409589940886
hoses,2.355353288918082
saved,2.3552594538800786
raser,2.3552594538800786
aunts,2.354977948766069
kelts,2.354977948766069
fenis,2.3545087735760535
verts,2.3545087735760535
fains,2.35441493853805
dynes,2.3542272684620436
emirs,2.3540395983860374
pareo,2.353945763348034
lenes,2.3538519283100308
goxes,2.3538519283100308
mercs,2.3536642582340246
camis,2.3536642582340246
sorda,2.353288918082012
gaids,2.353288918082012
roate,2.352913577929999
solde,2.352725907853993
routs,2.3526320728159895
silen,2.3521628976259734
seils,2.3520690625879705
kants,2.3520690625879705
porns,2.3519752275499672
